0.002523953,0.002601265,0.003890463,0.002981333,0.004280446,0.000256393,0.001463068,0.001337587,0.002823877,0.001731877,-0.000119538,0.001816848,0.002048346,0.002636062,0.003723897
0.000874972,0.000938605,0.000261653,0.001206118,0.000435505,0.000174925,0.000792948,-8.80E-05,0.000585015,0.000436522,0.000255776,0.000696747,0.000930286,0.000636843,0.000585956
0.010088212,0.006494862,0.006235105,0.008488651,0.005437327,0.00149558,0.00066519,0.001786846,0.00062151,0.001367255,0.002077743,0.001957419,0.003918775,0.002522827,0.003613364
-0.000543093,0.000784374,0.000903239,0.001026081,0.001322579,-0.000184919,0.000601619,0.000887275,0.001457368,0.001607348,-0.000228637,0.000541399,0.001642971,0.001640878,0.003692066
0.000977086,0.00183023,0.00099279,0.003250696,0.000848139,0.000667326,-0.000360078,-0.000316061,0.000230732,0.000552527,0.000639627,0.000521122,0.000346892,0.000729246,0.000372135
0.006367653,0.007473098,0.005000375,0.009553088,0.005215694,0.001454743,0.002164601,0.002507737,0.002251819,0.002266605,0.001740526,0.00322021,0.002873714,0.003002713,0.002650356
0.001010916,0.000801893,0.000633481,0.000493199,0.000472778,0.000697377,0.001578777,0.001106004,0.001504592,0.001310326,0.000391156,0.001376402,0.001105744,0.001603312,0.001357121
0.00191732,0.001582562,0.001404142,0.002964976,0.002031154,0.000141065,0.001021441,0.00119579,0.001101663,0.001358523,0.000467333,0.000528013,0.001524882,0.000991323,0.002307173
0.001070687,0.000789079,0.000225954,0.00117421,0.001224609,0.000101848,0.001363932,-0.000127117,0.000117971,0.001082435,-0.000116994,0.000279054,0.000182366,0.000301354,-0.000192104
0.000887409,0.001111293,0.001837161,0.000973566,0.002099644,0.000983187,0.000930638,0.001438166,0.000851327,0.001686585,0.001002279,0.00130669,0.000682061,0.001591086,0.00112134
-0.00186117,-0.000216812,0.000619928,-0.001879386,-0.000880693,0.000671555,0.001965729,0.001838059,0.001751184,0.001571988,-0.000639516,0.001304174,0.000840526,0.001763961,0.000834617
0.003709097,0.00301649,0.002022745,0.00319746,0.002204904,0.000804707,0.00142548,0.001034896,0.000954611,0.001109778,0.001569471,0.001855673,0.002033695,0.002147175,0.001952604
0.0029505,0.003368846,0.003895258,0.004649104,0.005697742,0.001600408,0.000850135,-5.15E-05,0.000930863,0.001201424,0.00559038,0.003295987,0.001911732,0.001815377,0.001678152
0.002731989,0.00315252,0.002071746,0.004063879,0.002251752,0.002869857,0.004617134,0.003583047,0.005214714,0.003304268,0.00241706,0.003684945,0.00210217,0.003659943,0.002280868
0.010754486,0.012630102,0.015184075,0.01275381,0.015207492,0.006884056,0.009748089,0.005034312,0.008940293,0.003754874,0.006067429,0.011695912,0.006204555,0.012510879,0.006073046
0.000952433,0.00241316,0.001722375,0.003680138,0.002456161,-0.000515252,0.001934056,0.001000063,0.002293484,0.000676392,-9.10E-05,0.001160492,0.001088924,0.0017354,0.002052278
